number,name,screen_name,profile_image,following,followed_by,description,extra
"598","CoinMamba","coinmamba","https://pbs.twimg.com/profile_images/1718895174040858624/UjHY_whK_normal.jpg","true","false","Futures Trader/Crypto Investor","{""__typename"":""User"",""id"":""VXNlcjozNjY5MTQzNA=="",""rest_id"":""36691434"",""affiliates_highlighted_label"":{},""has_graduated_access"":true,""is_blue_verified"":true,""profile_image_shape"":""Circle"",""legacy"":{""following"":true,""can_dm"":false,""can_media_tag"":false,""created_at"":""Thu Apr 30 15:38:41 +0000 2009"",""default_profile"":true,""default_profile_image"":false,""description"":""Futures Trader/Crypto Investor"",""entities"":{""description"":{""urls"":[]},""url"":{""urls"":[{""display_url"":""partner.bybit.com/b/coinmamba"",""expanded_url"":""https://partner.bybit.com/b/coinmamba"",""url"":""https://t.co/rnJLHl7eCr"",""indices"":[0,23]}]}},""fast_followers_count"":0,""favourites_count"":61078,""followers_count"":288417,""friends_count"":469,""has_custom_timelines"":true,""is_translator"":false,""listed_count"":2517,""location"":"""",""media_count"":2445,""name"":""CoinMamba"",""normal_followers_count"":288417,""pinned_tweet_ids_str"":[],""possibly_sensitive"":false,""profile_banner_url"":""https://pbs.twimg.com/profile_banners/36691434/1695632377"",""profile_image_url_https"":""https://pbs.twimg.com/profile_images/1718895174040858624/UjHY_whK_normal.jpg"",""profile_interstitial_type"":"""",""screen_name"":""coinmamba"",""statuses_count"":25964,""translator_type"":""none"",""url"":""https://t.co/rnJLHl7eCr"",""verified"":false,""want_retweets"":true,""withheld_in_countries"":[]},""professional"":{""rest_id"":""1554472094951526402"",""professional_type"":""Creator"",""category"":[]},""entryId"":""user-36691434"",""sortIndex"":""1726944887225449876""}"
"599","Starmowa","0xStarmowa","https://pbs.twimg.com/profile_images/1693890661177798656/RRPIp6t0_normal.jpg","true","false","🦍@BoredApeYC BAYC #7346 🧪MAYC #14396 | fmrly @Deloitte consulting\n\nDishwasher @nf3exchange @apestakingio","{""__typename"":""User"",""id"":""VXNlcjoxNDY3MDYyMzIyNTgxNTY1NDQw"",""rest_id"":""1467062322581565440"",""affiliates_highlighted_label"":{},""has_graduated_access"":true,""is_blue_verified"":false,""profile_image_shape"":""Circle"",""legacy"":{""following"":true,""can_dm"":true,""can_media_tag"":true,""created_at"":""Sat Dec 04 09:25:07 +0000 2021"",""default_profile"":true,""default_profile_image"":false,""description"":""🦍@BoredApeYC BAYC #7346 🧪MAYC #14396 | fmrly @Deloitte consulting\n\nDishwasher @nf3exchange @apestakingio"",""entities"":{""description"":{""urls"":[]},""url"":{""urls"":[{""display_url"":""opensea.io/0xStarmowa"",""expanded_url"":""https://opensea.io/0xStarmowa"",""url"":""https://t.co/eROGoErfXs"",""indices"":[0,23]}]}},""fast_followers_count"":0,""favourites_count"":15049,""followers_count"":2768,""friends_count"":2068,""has_custom_timelines"":false,""is_translator"":false,""listed_count"":8,""location"":"""",""media_count"":216,""name"":""Starmowa"",""normal_followers_count"":2768,""pinned_tweet_ids_str"":[],""possibly_sensitive"":false,""profile_banner_url"":""https://pbs.twimg.com/profile_banners/1467062322581565440/1699199326"",""profile_image_url_https"":""https://pbs.twimg.com/profile_images/1693890661177798656/RRPIp6t0_normal.jpg"",""profile_interstitial_type"":"""",""screen_name"":""0xStarmowa"",""statuses_count"":5739,""translator_type"":""none"",""url"":""https://t.co/eROGoErfXs"",""verified"":false,""want_retweets"":true,""withheld_in_countries"":[]},""professional"":{""rest_id"":""1516295868516773889"",""professional_type"":""Creator"",""category"":[]},""entryId"":""user-1467062322581565440"",""sortIndex"":""1726944887225449875""}"
"600","CryptoMaid加密女仆お嬢様","maid_crypto","https://pbs.twimg.com/profile_images/1657049785290100736/242zqT6z_normal.jpg","true","false","注册bitget买币：https://partner.bitget.com/bg/ECYYZB\n\nI am the leader of Crypto Maid. 社会工程学分析师，“东方最有影响力的KOL”. Top Ambassador of @OpenBlockWallet http://link3.to/cryptomaid","{""__typename"":""User"",""id"":""VXNlcjoxNTM1MjI1NDIzNjU4NzcwNDM0"",""rest_id"":""1535225423658770434"",""affiliates_highlighted_label"":{},""has_graduated_access"":true,""is_blue_verified"":false,""profile_image_shape"":""Circle"",""legacy"":{""following"":true,""can_dm"":true,""can_media_tag"":true,""created_at"":""Fri Jun 10 11:40:45 +0000 2022"",""default_profile"":true,""default_profile_image"":false,""description"":""注册bitget买币：https://t.co/ZEj7W95uCZ\n\nI am the leader of Crypto Maid. 社会工程学分析师，“东方最有影响力的KOL”. Top Ambassador of @OpenBlockWallet https://t.co/eAOhNXWh5a"",""entities"":{""description"":{""urls"":[{""display_url"":""partner.bitget.com/bg/ECYYZB"",""expanded_url"":""https://partner.bitget.com/bg/ECYYZB"",""url"":""https://t.co/ZEj7W95uCZ"",""indices"":[11,34]},{""display_url"":""link3.to/cryptomaid"",""expanded_url"":""http://link3.to/cryptomaid"",""url"":""https://t.co/eAOhNXWh5a"",""indices"":[127,150]}]}},""fast_followers_count"":0,""favourites_count"":14542,""followers_count"":57658,""friends_count"":2105,""has_custom_timelines"":true,""is_translator"":false,""listed_count"":743,""location"":"""",""media_count"":1288,""name"":""CryptoMaid加密女仆お嬢様"",""normal_followers_count"":57658,""pinned_tweet_ids_str"":[""1720605938883645725""],""possibly_sensitive"":false,""profile_banner_url"":""https://pbs.twimg.com/profile_banners/1535225423658770434/1683906502"",""profile_image_url_https"":""https://pbs.twimg.com/profile_images/1657049785290100736/242zqT6z_normal.jpg"",""profile_interstitial_type"":"""",""screen_name"":""maid_crypto"",""statuses_count"":8460,""translator_type"":""none"",""verified"":false,""want_retweets"":true,""withheld_in_countries"":[]},""professional"":{""rest_id"":""1591610832265388034"",""professional_type"":""Creator"",""category"":[{""id"":192,""name"":""Financial Services"",""icon_name"":""IconBriefcaseStroke""}]},""entryId"":""user-1535225423658770434"",""sortIndex"":""1726944887225449872""}"
"601","Nick P 猴流 | ♥️ Memecoin","Nickp_xxx","https://pbs.twimg.com/profile_images/1718794431896461312/KtDQv6xm_normal.jpg","true","false","Founder of @bayctaiwan , Ambassador of @benddao , MML Alien , 6529 Gradient, MAYC, CloneX , 熱愛NFT 🫣 @xcircle1314","{""__typename"":""User"",""id"":""VXNlcjoxMzEyMTc4ODI2ODA2Mzk0ODgx"",""rest_id"":""1312178826806394881"",""affiliates_highlighted_label"":{},""has_graduated_access"":true,""is_blue_verified"":true,""profile_image_shape"":""Circle"",""legacy"":{""following"":true,""can_dm"":true,""can_media_tag"":false,""created_at"":""Fri Oct 02 23:53:15 +0000 2020"",""default_profile"":true,""default_profile_image"":false,""description"":""Founder of @bayctaiwan , Ambassador of @benddao , MML Alien , 6529 Gradient, MAYC, CloneX , 熱愛NFT 🫣 @xcircle1314"",""entities"":{""description"":{""urls"":[]}},""fast_followers_count"":0,""favourites_count"":12257,""followers_count"":9750,""friends_count"":4052,""has_custom_timelines"":true,""is_translator"":false,""listed_count"":65,""location"":""Taipei City, Taiwan"",""media_count"":445,""name"":""Nick P 猴流 | ♥️ Memecoin"",""normal_followers_count"":9750,""pinned_tweet_ids_str"":[""1666001071511339010""],""possibly_sensitive"":false,""profile_banner_url"":""https://pbs.twimg.com/profile_banners/1312178826806394881/1697535299"",""profile_image_url_https"":""https://pbs.twimg.com/profile_images/1718794431896461312/KtDQv6xm_normal.jpg"",""profile_interstitial_type"":"""",""screen_name"":""Nickp_xxx"",""statuses_count"":4620,""translator_type"":""none"",""verified"":false,""want_retweets"":true,""withheld_in_countries"":[]},""professional"":{""rest_id"":""1574228863563210753"",""professional_type"":""Creator"",""category"":[]},""entryId"":""user-1312178826806394881"",""sortIndex"":""1726944887225449871""}"
"602","Panda of Asia Streets","PandaAsiaStreet","https://pbs.twimg.com/profile_images/1726916666813251584/zqbLjucp_normal.jpg","true","false","P2E Guild Founder, GALA Investor & Advisor | SouthEastAsia.eth | $APE | BoredMutant.moca | #BAYC | Empowering Web3 Gamers @CryptoseaGuild Otherside.","{""__typename"":""User"",""id"":""VXNlcjoyNDM5NDk5Mg=="",""rest_id"":""24394992"",""affiliates_highlighted_label"":{},""has_graduated_access"":true,""is_blue_verified"":false,""profile_image_shape"":""Circle"",""legacy"":{""following"":true,""can_dm"":false,""can_media_tag"":false,""created_at"":""Sat Mar 14 16:57:34 +0000 2009"",""default_profile"":false,""default_profile_image"":false,""description"":""P2E Guild Founder, GALA Investor & Advisor | SouthEastAsia.eth | $APE | BoredMutant.moca | #BAYC | Empowering Web3 Gamers @CryptoseaGuild Otherside."",""entities"":{""description"":{""urls"":[]},""url"":{""urls"":[{""display_url"":""discord.gg/fEFGRh75fp"",""expanded_url"":""https://discord.gg/fEFGRh75fp"",""url"":""https://t.co/6T7H7rcmZ0"",""indices"":[0,23]}]}},""fast_followers_count"":0,""favourites_count"":43007,""followers_count"":12396,""friends_count"":8271,""has_custom_timelines"":true,""is_translator"":false,""listed_count"":48,""location"":""🇲🇾🇵🇭🇸🇬"",""media_count"":4610,""name"":""Panda of Asia Streets"",""normal_followers_count"":12396,""pinned_tweet_ids_str"":[""1715542165835886994""],""possibly_sensitive"":false,""profile_banner_url"":""https://pbs.twimg.com/profile_banners/24394992/1699519130"",""profile_image_url_https"":""https://pbs.twimg.com/profile_images/1726916666813251584/zqbLjucp_normal.jpg"",""profile_interstitial_type"":"""",""screen_name"":""PandaAsiaStreet"",""statuses_count"":18667,""translator_type"":""none"",""url"":""https://t.co/6T7H7rcmZ0"",""verified"":false,""want_retweets"":true,""withheld_in_countries"":[]},""professional"":{""rest_id"":""1468022401724137473"",""professional_type"":""Creator"",""category"":[{""id"":934,""name"":""Social Media Influencer"",""icon_name"":""IconBriefcaseStroke""}]},""entryId"":""user-24394992"",""sortIndex"":""1726944887225449870""}"
"603","Crypto_Dago ❤️ Memecoin","crypto_dago","https://pbs.twimg.com/profile_images/1670384162333765647/bQUhIPtt_normal.jpg","true","false","Crypto, DeFi and NFT! Humble yield farmer! Partner at Crypto Investment Fund @hgrdigitalag, tweets are my own! @AzukiPH @DewhalesCapital","{""__typename"":""User"",""id"":""VXNlcjoxNzIzNTMxMDIw"",""rest_id"":""1723531020"",""affiliates_highlighted_label"":{},""has_graduated_access"":true,""is_blue_verified"":true,""profile_image_shape"":""Circle"",""legacy"":{""following"":true,""can_dm"":true,""can_media_tag"":false,""created_at"":""Mon Sep 02 21:52:09 +0000 2013"",""default_profile"":true,""default_profile_image"":false,""description"":""Crypto, DeFi and NFT! Humble yield farmer! Partner at Crypto Investment Fund @hgrdigitalag, tweets are my own! @AzukiPH @DewhalesCapital"",""entities"":{""description"":{""urls"":[]}},""fast_followers_count"":0,""favourites_count"":4229,""followers_count"":5149,""friends_count"":1079,""has_custom_timelines"":true,""is_translator"":false,""listed_count"":13,""location"":""Germany"",""media_count"":162,""name"":""Crypto_Dago ❤️ Memecoin"",""normal_followers_count"":5149,""pinned_tweet_ids_str"":[""1505922176762920963""],""possibly_sensitive"":false,""profile_banner_url"":""https://pbs.twimg.com/profile_banners/1723531020/1638913246"",""profile_image_url_https"":""https://pbs.twimg.com/profile_images/1670384162333765647/bQUhIPtt_normal.jpg"",""profile_interstitial_type"":"""",""screen_name"":""crypto_dago"",""statuses_count"":4738,""translator_type"":""none"",""verified"":false,""want_retweets"":true,""withheld_in_countries"":[]},""entryId"":""user-1723531020"",""sortIndex"":""1726944887225449869""}"
"604","Bored Ape G","BoredApeG","https://pbs.twimg.com/profile_images/1567251111316451328/yS1p6Mnr_normal.png","true","false","🇨🇦 🦧 | @apecoin Special Council Board | @CuratorsSociety Founder | @WumboLabs Degen | @weareilliquid 💡 | Chief Financial Ape 🍸 |","{""__typename"":""User"",""id"":""VXNlcjoxOTcyMDk1NjQ="",""rest_id"":""197209564"",""affiliates_highlighted_label"":{""label"":{""url"":{""url"":""https://twitter.com/apecoin"",""urlType"":""DeepLink""},""badge"":{""url"":""https://pbs.twimg.com/profile_images/1504200520528973825/ukukPZMP_bigger.jpg""},""description"":""ApeCoin"",""userLabelType"":""BusinessLabel"",""userLabelDisplayType"":""Badge""}},""has_graduated_access"":true,""is_blue_verified"":true,""profile_image_shape"":""Circle"",""legacy"":{""following"":true,""can_dm"":true,""can_media_tag"":false,""created_at"":""Thu Sep 30 22:36:20 +0000 2010"",""default_profile"":false,""default_profile_image"":false,""description"":""🇨🇦 🦧 | @apecoin Special Council Board | @CuratorsSociety Founder | @WumboLabs Degen | @weareilliquid 💡 | Chief Financial Ape 🍸 |"",""entities"":{""description"":{""urls"":[]}},""fast_followers_count"":0,""favourites_count"":31676,""followers_count"":10022,""friends_count"":5809,""has_custom_timelines"":true,""is_translator"":false,""listed_count"":76,""location"":""Metaverse"",""media_count"":549,""name"":""Bored Ape G"",""normal_followers_count"":10022,""pinned_tweet_ids_str"":[""1717645717383393554""],""possibly_sensitive"":false,""profile_banner_url"":""https://pbs.twimg.com/profile_banners/197209564/1669078833"",""profile_image_url_https"":""https://pbs.twimg.com/profile_images/1567251111316451328/yS1p6Mnr_normal.png"",""profile_interstitial_type"":"""",""screen_name"":""BoredApeG"",""statuses_count"":4092,""translator_type"":""none"",""verified"":false,""want_retweets"":true,""withheld_in_countries"":[]},""professional"":{""rest_id"":""1473395160683663362"",""professional_type"":""Creator"",""category"":[{""id"":1034,""name"":""Curator"",""icon_name"":""IconBriefcaseStroke""}]},""entryId"":""user-197209564"",""sortIndex"":""1726944887225449868""}"
"605","Eddie 🕺","DancingEddie_","https://pbs.twimg.com/profile_images/1681348106317709324/DYE2ghhB_normal.jpg","true","false","Growth @saildotfun - just a law student so don’t take anything I say too seriously 🕺🇺🇸🇱🇧","{""__typename"":""User"",""id"":""VXNlcjoyNDI4MTI3OTQ2"",""rest_id"":""2428127946"",""affiliates_highlighted_label"":{},""has_graduated_access"":true,""is_blue_verified"":true,""profile_image_shape"":""Circle"",""legacy"":{""following"":true,""can_dm"":true,""can_media_tag"":true,""created_at"":""Sat Apr 05 02:06:01 +0000 2014"",""default_profile"":false,""default_profile_image"":false,""description"":""Growth @saildotfun - just a law student so don’t take anything I say too seriously 🕺🇺🇸🇱🇧"",""entities"":{""description"":{""urls"":[]}},""fast_followers_count"":0,""favourites_count"":59615,""followers_count"":15479,""friends_count"":5481,""has_custom_timelines"":true,""is_translator"":false,""listed_count"":129,""location"":""New Jersey, USA"",""media_count"":1407,""name"":""Eddie 🕺"",""normal_followers_count"":15479,""pinned_tweet_ids_str"":[""1724107369788117341""],""possibly_sensitive"":false,""profile_banner_url"":""https://pbs.twimg.com/profile_banners/2428127946/1689720269"",""profile_image_url_https"":""https://pbs.twimg.com/profile_images/1681348106317709324/DYE2ghhB_normal.jpg"",""profile_interstitial_type"":"""",""screen_name"":""DancingEddie_"",""statuses_count"":16732,""translator_type"":""none"",""verified"":false,""want_retweets"":true,""withheld_in_countries"":[]},""entryId"":""user-2428127946"",""sortIndex"":""1726944887225449867""}"
"606","Donnie","DonnieBigBags","https://pbs.twimg.com/profile_images/1572580567295692803/dsWAY9Ur_normal.jpg","true","false","Building","{""__typename"":""User"",""id"":""VXNlcjo3NzM2NzYzNzk5OTI4ODMyMDA="",""rest_id"":""773676379992883200"",""affiliates_highlighted_label"":{},""has_graduated_access"":true,""is_blue_verified"":true,""profile_image_shape"":""Circle"",""legacy"":{""following"":true,""can_dm"":true,""can_media_tag"":false,""created_at"":""Thu Sep 08 00:16:38 +0000 2016"",""default_profile"":true,""default_profile_image"":false,""description"":""Building"",""entities"":{""description"":{""urls"":[]}},""fast_followers_count"":0,""favourites_count"":32444,""followers_count"":144376,""friends_count"":4184,""has_custom_timelines"":true,""is_translator"":false,""listed_count"":1162,""location"":"""",""media_count"":1905,""name"":""Donnie"",""normal_followers_count"":144376,""pinned_tweet_ids_str"":[],""possibly_sensitive"":false,""profile_banner_url"":""https://pbs.twimg.com/profile_banners/773676379992883200/1654415507"",""profile_image_url_https"":""https://pbs.twimg.com/profile_images/1572580567295692803/dsWAY9Ur_normal.jpg"",""profile_interstitial_type"":"""",""screen_name"":""DonnieBigBags"",""statuses_count"":14129,""translator_type"":""none"",""verified"":false,""want_retweets"":true,""withheld_in_countries"":[]},""professional"":{""rest_id"":""1633572251525165057"",""professional_type"":""Creator"",""category"":[{""id"":1094,""name"":""Blockchain"",""icon_name"":""IconBriefcaseStroke""}]},""entryId"":""user-773676379992883200"",""sortIndex"":""1726944887225449866""}"
"607","0xLoki","Loki_Zeng","https://pbs.twimg.com/profile_images/1566758849402376192/ORZA5L7B_normal.jpg","true","false","@ABCDELabs 没有群 | 不接广告 | DM Open | 所有文章可以在Mirror铸造NFT","{""__typename"":""User"",""id"":""VXNlcjoxMDA5MzE4NTU1ODExMjIxNTA0"",""rest_id"":""1009318555811221504"",""affiliates_highlighted_label"":{},""has_graduated_access"":true,""is_blue_verified"":true,""profile_image_shape"":""Circle"",""legacy"":{""following"":true,""can_dm"":true,""can_media_tag"":true,""created_at"":""Wed Jun 20 06:14:30 +0000 2018"",""default_profile"":true,""default_profile_image"":false,""description"":""@ABCDELabs 没有群 | 不接广告 | DM Open | 所有文章可以在Mirror铸造NFT"",""entities"":{""description"":{""urls"":[]},""url"":{""urls"":[{""display_url"":""mirror.xyz/lokiz.eth"",""expanded_url"":""https://mirror.xyz/lokiz.eth"",""url"":""https://t.co/nUbpJbgeRm"",""indices"":[0,23]}]}},""fast_followers_count"":0,""favourites_count"":1707,""followers_count"":12017,""friends_count"":748,""has_custom_timelines"":false,""is_translator"":false,""listed_count"":404,""location"":""El Salvador"",""media_count"":544,""name"":""0xLoki"",""normal_followers_count"":12017,""pinned_tweet_ids_str"":[""1721780424421327345""],""possibly_sensitive"":false,""profile_image_url_https"":""https://pbs.twimg.com/profile_images/1566758849402376192/ORZA5L7B_normal.jpg"",""profile_interstitial_type"":"""",""screen_name"":""Loki_Zeng"",""statuses_count"":3261,""translator_type"":""none"",""url"":""https://t.co/nUbpJbgeRm"",""verified"":false,""want_retweets"":true,""withheld_in_countries"":[]},""professional"":{""rest_id"":""1588366102647951360"",""professional_type"":""Business"",""category"":[]},""entryId"":""user-1009318555811221504"",""sortIndex"":""1726944887225449865""}"
